t,ball,x_mm,y_mm,z_mm,v_mm_s,mode
1.07500,1,996.533,0.000,28.575,458.1,Rolling
1.08000,0,419.653,0.000,28.575,1197.1,Sliding
1.08000,1,998.822,0.000,28.575,457.6,Rolling
1.08500,0,413.691,0.000,28.575,1187.3,Sliding
1.08500,1,1001.108,0.000,28.575,457.1,Rolling
1.09000,0,407.779,0.000,28.575,1177.5,Sliding
1.09000,1,1003.393,0.000,28.575,456.6,Rolling
1.09500,0,401.916,0.000,28.575,1167.7,Sliding
1.09500,1,1005.674,0.000,28.575,456.1,Rolling
1.10000,0,396.102,0.000,28.575,1157.9,Sliding
1.10000,1,1007.954,0.000,28.575,455.6,Rolling
1.10500,0,390.337,0.000,28.575,1148.1,Sliding
1.10500,1,1010.230,0.000,28.575,455.1,Rolling
1.11000,0,384.621,0.000,28.575,1138.3,Sliding
1.11000,1,1012.505,0.000,28.575,454.6,Rolling
1.11500,0,378.954,0.000,28.575,1128.5,Sliding
1.11500,1,1014.777,0.000,28.575,454.1,Rolling
1.12000,0,373.336,0.000,28.575,1118.7,Sliding
1.12000,1,1017.046,0.000,28.575,453.7,Rolling
1.12500,0,367.767,0.000,28.575,1108.9,Sliding
1.12500,1,1019.313,0.000,28.575,453.2,Rolling
1.13000,0,362.247,0.000,28.575,1099.1,Sliding
1.13000,1,1021.578,0.000,28.575,452.7,Rolling
1.13500,0,356.776,0.000,28.575,1089.3,Sliding
1.13500,1,1023.840,0.000,28.575,452.2,Rolling
1.14000,0,351.354,0.000,28.575,1079.5,Sliding
1.14000,1,1026.100,0.000,28.575,451.7,Rolling
1.14500,0,345.981,0.000,28.575,1069.7,Sliding
1.14500,1,1028.357,0.000,28.575,451.2,Rolling
1.15000,0,340.657,0.000,28.575,1059.9,Sliding
1.15000,1,1030.612,0.000,28.575,450.7,Rolling
1.15500,0,335.383,0.000,28.575,1050.0,Sliding
1.15500,1,1032.864,0.000,28.575,450.2,Rolling
1.16000,0,330.157,0.000,28.575,1040.2,Sliding
1.16000,1,1035.114,0.000,28.575,449.7,Rolling
1.16500,0,324.980,0.000,28.575,1030.4,Sliding
1.16500,1,1037.362,0.000,28.575,449.2,Rolling
1.17000,0,319.853,0.000,28.575,1020.6,Sliding
1.17000,1,1039.607,0.000,28.575,448.8,Rolling
1.17500,0,314.774,0.000,28.575,1010.8,Sliding
1.17500,1,1041.849,0.000,28.575,448.3,Rolling
1.18000,0,309.744,0.000,28.575,1001.0,Sliding
1.18000,1,1044.089,0.000,28.575,447.8,Rolling
1.18500,0,304.764,0.000,28.575,991.2,Sliding
1.18500,1,1046.327,0.000,28.575,447.3,Rolling
1.19000,0,299.832,0.000,28.575,981.4,Sliding
1.19000,1,1048.562,0.000,28.575,446.8,Rolling
1.19500,0,294.950,0.000,28.575,971.6,Sliding
1.19500,1,1050.795,0.000,28.575,446.3,Rolling
1.20000,0,290.116,0.000,28.575,961.8,Sliding
