t,ball,x_mm,y_mm,z_mm,v_mm_s,mode
0.60500,1,419.249,605.418,28.742,1081.4,Airborne
0.61000,0,425.107,108.141,28.575,1020.9,Rolling
0.61000,1,422.054,600.853,29.351,1075.9,Airborne
0.61500,0,430.188,108.616,28.575,1020.4,Rolling
0.61500,1,424.860,596.289,29.715,1072.6,Airborne
0.62000,0,435.267,109.090,28.575,1019.9,Rolling
0.62000,1,427.665,591.725,29.833,1071.5,Airborne
0.62500,0,440.343,109.564,28.575,1019.4,Rolling
0.62500,1,430.470,587.161,29.706,1072.7,Airborne
0.63000,0,445.417,110.037,28.575,1018.9,Rolling
0.63000,1,433.276,582.596,29.334,1076.1,Airborne
0.63500,0,450.488,110.510,28.575,1018.5,Rolling
0.63500,1,436.081,578.032,28.717,1081.7,Airborne
0.64000,0,455.557,110.984,28.575,1018.0,Rolling
0.64000,1,438.887,573.468,28.877,1072.9,Airborne
0.64500,0,460.624,111.457,28.575,1017.5,Rolling
0.64500,1,441.692,568.904,29.026,1071.5,Airborne
0.65000,0,465.688,111.929,28.575,1017.0,Rolling
0.65000,1,444.498,564.340,28.930,1072.4,Airborne
0.65500,0,470.750,112.402,28.575,1016.5,Rolling
0.65500,1,447.303,559.775,28.589,1075.5,Airborne
0.66000,0,475.809,112.874,28.575,1016.0,Rolling
0.66000,1,450.108,555.211,28.734,1071.5,Airborne
0.66500,0,480.866,113.346,28.575,1015.5,Rolling
0.66500,1,452.914,550.647,28.656,1072.2,Airborne
0.67000,0,485.920,113.818,28.575,1015.0,Rolling
0.67000,1,455.719,546.083,28.634,1071.5,Airborne
0.67500,0,490.972,114.289,28.575,1014.5,Rolling
0.67500,1,458.525,541.518,28.594,1071.5,Airborne
0.68000,0,496.022,114.761,28.575,1014.0,Rolling
0.68000,1,461.330,536.954,28.578,1071.5,Airborne
0.68500,0,501.069,115.232,28.575,1013.5,Rolling
0.68500,1,464.136,532.391,28.575,1069.8,Sliding
0.69000,0,506.113,115.703,28.575,1013.1,Rolling
0.69000,1,466.942,527.861,28.575,1061.6,Sliding
0.69500,0,511.155,116.173,28.575,1012.6,Rolling
0.69500,1,469.749,523.381,28.575,1053.4,Sliding
0.70000,0,516.195,116.644,28.575,1012.1,Rolling
0.70000,1,472.556,518.949,28.575,1045.2,Sliding
0.70500,0,521.232,117.114,28.575,1011.6,Rolling
0.70500,1,475.365,514.566,28.575,1037.0,Sliding
0.71000,0,526.267,117.584,28.575,1011.1,Rolling
0.71000,1,478.175,510.233,28.575,1028.9,Sliding
0.71500,0,531.299,118.053,28.575,1010.6,Rolling
0.71500,1,480.986,505.948,28.575,1020.8,Sliding
0.72000,0,536.329,118.523,28.575,1010.1,Rolling
0.72000,1,483.797,501.713,28.575,1012.7,Sliding
0.72500,0,541.357,118.992,28.575,1009.6,Rolling
0.72500,1,486.610,497.526,28.575,1004.7,Sliding
0.73000,0,546.382,119.461,28.575,1009.1,Rolling
0.73000,1,489.423,493.389,28.575,996.7,Sliding
0.73500,0,551.405,119.930,28.575,1008.6,Rolling
0.73500,1,492.237,489.300,28.575,988.7,Sliding
0.74000,0,556.425,120.399,28.575,1008.2,Rolling
0.74000,1,495.052,485.261,28.575,980.8,Sliding
0.74500,0,561.442,120.867,28.575,1007.7,Rolling
0.74500,1,497.869,481.270,28.575,972.9,Sliding
0.75000,0,566.458,121.335,28.575,1007.2,Rolling
0.75000,1,500.686,477.329,28.575,965.0,Sliding
0.75500,0,571.471,121.803,28.575,1006.7,Rolling
0.75500,1,503.504,473.436,28.575,957.2,Sliding
0.76000,0,576.481,122.271,28.575,1006.2,Rolling
0.76000,1,506.322,469.593,28.575,949.4,Sliding
0.76500,0,581.489,122.738,28.575,1005.7,Rolling
0.76500,1,509.142,465.799,28.575,941.6,Sliding
0.77000,0,586.495,123.205,28.575,1005.2,Rolling
0.77000,1,511.963,462.053,28.575,933.9,Sliding
0.77500,0,591.498,123.672,28.575,1004.7,Rolling
